Date,Open,High,Low,Close,Adj Close,Volume
2020-01-13,296.920013,300.649994,296.799988,299.869995,289.755035,1778600
2020-01-14,299.250000,301.000000,298.579987,299.750000,289.639038,1459900
2020-01-15,298.350006,301.040009,298.040009,300.820007,290.672974,1604000
2020-01-16,301.390015,304.059998,300.980011,303.029999,292.808441,1758600
2020-01-17,303.399994,305.299988,303.029999,304.679993,294.402771,2506500
2020-01-21,306.200012,313.339996,305.760010,313.260010,302.693359,3585900
2020-01-22,313.399994,313.559998,310.209991,311.890015,301.369598,2218900
2020-01-23,312.019989,313.399994,310.730011,312.880005,302.326202,1535900
2020-01-24,314.019989,314.279999,309.100006,310.510010,300.036133,1986100
2020-01-27,306.149994,311.769989,305.649994,309.450012,299.011871,2265100
2020-01-28,310.510010,311.709991,309.100006,310.850006,300.364655,1571700
2020-01-29,310.859985,311.970001,309.390015,309.579987,299.137451,1713700
2020-01-30,308.839996,309.640015,306.670013,309.470001,299.031219,1232600
2020-01-31,308.549988,309.179993,304.559998,305.519989,295.214417,1837000
2020-02-03,307.000000,308.579987,301.670013,302.000000,291.813202,2817500
2020-02-04,304.570007,305.910004,302.760010,304.899994,294.615356,1982300
2020-02-05,307.000000,309.589996,305.399994,308.950012,298.528748,1731800
2020-02-06,309.350006,311.839996,307.850006,310.609985,300.765503,1917900
2020-02-07,310.000000,313.809998,309.119995,313.630005,303.689819,1903500
2020-02-10,313.760010,316.940002,312.600006,313.790009,303.844757,2336300
2020-02-11,314.029999,314.429993,310.470001,310.679993,300.833282,2047500
2020-02-12,310.769989,315.480011,310.769989,315.119995,305.132629,1384600
2020-02-13,314.850006,318.790009,313.540009,318.200012,308.114960,1438000
2020-02-14,318.869995,319.809998,316.950012,318.309998,308.221497,1113400
2020-02-18,319.000000,323.480011,318.609985,322.049988,311.842926,1547100
2020-02-19,322.079987,324.529999,321.730011,323.019989,312.782196,1413600
2020-02-20,322.320007,325.070007,321.010010,324.079987,313.808624,1427500
2020-02-21,322.559998,325.260010,321.029999,321.950012,311.746155,2239000
2020-02-24,315.500000,320.000000,313.260010,313.619995,303.680115,2300400
2020-02-25,315.000000,316.570007,304.399994,304.869995,295.207458,2881800
2020-02-26,307.549988,311.299988,304.679993,305.690002,296.001495,2236000
2020-02-27,301.980011,305.000000,293.000000,293.130005,283.839569,3625300
2020-02-28,285.250000,287.329987,271.279999,281.140015,272.229553,7096600
2020-03-02,294.440002,309.510010,291.380005,309.140015,299.342163,7563800
2020-03-03,309.140015,314.170013,301.029999,302.730011,293.135315,5131400
2020-03-04,308.290009,320.970001,305.019989,320.739990,310.574463,4219300
2020-03-05,315.769989,324.510010,313.200012,315.760010,305.752319,6407700
2020-03-06,312.140015,317.489990,302.750000,311.339996,301.472382,6185500
2020-03-09,295.850006,310.329987,293.000000,301.980011,292.409088,5203100
2020-03-10,307.970001,309.730011,294.420013,309.399994,299.593872,4245500
2020-03-11,300.859985,307.790009,294.190002,297.429993,288.003265,3622700
2020-03-12,280.440002,295.630005,276.339996,279.850006,270.980438,7307600
2020-03-13,288.829987,303.250000,278.269989,302.269989,292.689850,6100100
2020-03-16,281.829987,299.529999,279.510010,283.179993,274.204895,5465500
2020-03-17,289.000000,307.190002,286.299988,306.989990,297.260284,7170600
2020-03-18,298.000000,318.000000,296.000000,307.500000,297.754120,6701800
2020-03-19,310.410004,313.850006,302.630005,305.220001,295.546356,5429500
2020-03-20,307.920013,308.010010,287.019989,290.420013,281.215424,6581200
2020-03-23,292.010010,295.670013,278.420013,285.529999,276.480438,5646400
2020-03-24,294.589996,297.350006,282.829987,284.940002,275.909119,7124200
2020-03-25,284.209991,290.720001,279.209991,280.859985,271.958405,5639600
2020-03-26,281.339996,293.730011,280.859985,292.299988,283.035858,5463100
2020-03-27,287.130005,293.489990,283.329987,284.329987,275.318451,4250400
2020-03-30,287.489990,291.679993,285.839996,291.119995,281.893219,4396000
2020-03-31,287.420013,291.519989,284.000000,285.130005,276.093109,5618600
2020-04-01,282.359985,288.799988,280.899994,286.779999,277.690796,3745800
2020-04-02,284.380005,292.779999,282.820007,291.480011,282.241852,3500600
2020-04-03,289.160004,292.339996,285.799988,288.649994,279.501495,2650100
2020-04-06,293.000000,305.489990,289.570007,305.119995,295.449524,5272500
2020-04-07,306.500000,310.000000,303.220001,303.630005,294.006744,4036500
2020-04-08,305.109985,307.420013,302.279999,305.970001,296.272614,3964400
2020-04-09,299.450012,304.350006,297.579987,300.010010,290.501465,6492700
2020-04-13,298.579987,303.950012,297.660004,299.619995,290.123840,3120400
2020-04-14,302.750000,314.750000,301.250000,314.140015,304.183685,4288300
2020-04-15,311.640015,313.750000,306.820007,310.269989,300.436279,2937300
2020-04-16,314.730011,322.630005,312.040009,321.559998,311.368469,3940000
2020-04-17,321.309998,322.130005,314.019989,317.920013,307.843872,3688000
2020-04-20,317.950012,318.380005,311.529999,312.079987,302.188934,3156300
2020-04-21,311.140015,311.890015,299.350006,301.329987,291.779663,3833000
2020-04-22,304.000000,311.130005,302.040009,309.420013,299.613281,2971200
2020-04-23,307.029999,309.640015,304.790009,305.399994,295.720673,2625200
2020-04-24,307.329987,310.829987,305.510010,310.549988,300.707428,2020600
2020-04-27,313.049988,313.290009,307.589996,308.779999,298.993500,2287300
2020-04-28,310.829987,311.269989,304.279999,304.950012,295.284943,2425900
2020-04-29,304.950012,308.679993,301.119995,307.089996,297.357117,3667700
2020-04-30,306.149994,307.899994,302.570007,303.000000,294.067047,3794300
2020-05-01,301.779999,304.820007,300.179993,301.920013,293.018890,2525400
2020-05-04,303.000000,305.529999,300.070007,304.489990,295.513123,2477500
2020-05-05,305.059998,309.799988,303.440002,307.920013,298.841980,2460900
2020-05-06,309.920013,311.040009,306.540009,308.890015,299.783386,2406700
2020-05-07,309.339996,309.869995,304.529999,305.000000,296.008087,2601800
2020-05-08,305.899994,307.179993,303.700012,305.940002,296.920380,2339300
2020-05-11,305.640015,311.829987,305.000000,310.329987,301.180908,1865900
2020-05-12,310.839996,311.549988,304.790009,304.839996,295.852783,2264900
2020-05-13,304.839996,306.399994,300.119995,302.140015,293.232422,2954900
2020-05-14,301.010010,302.880005,294.540009,299.739990,290.903137,3718900
2020-05-15,299.070007,299.829987,295.859985,299.209991,290.388763,4577200
2020-05-18,301.720001,303.190002,299.920013,302.760010,293.834137,3989600
2020-05-19,304.619995,309.019989,303.149994,304.630005,295.648987,3523000
2020-05-20,306.769989,307.920013,303.200012,304.910004,295.920746,2827000
2020-05-21,304.790009,305.040009,301.250000,301.970001,293.067383,2492100
2020-05-22,302.010010,303.940002,300.829987,302.429993,293.513824,2366400
2020-05-26,306.010010,306.899994,303.529999,304.799988,295.813965,3234600
2020-05-27,304.559998,306.309998,299.470001,306.010010,296.988312,2980200
2020-05-28,307.250000,311.000000,306.899994,309.559998,300.433624,4301900
2020-05-29,304.200012,308.880005,302.350006,308.470001,299.375793,4986800
2020-06-01,307.899994,309.739990,306.459991,308.290009,299.201080,2293700
2020-06-02,307.950012,309.019989,304.720001,307.089996,298.036469,2528900
2020-06-03,307.500000,308.200012,305.920013,306.640015,297.599762,2165900
2020-06-04,310.850006,315.350006,309.089996,310.750000,301.588562,4553900
2020-06-05,313.130005,313.630005,307.290009,312.040009,302.840515,4375600
2020-06-08,310.660004,311.290009,306.459991,307.190002,298.133514,3764500
2020-06-09,307.500000,308.600006,305.170013,305.549988,296.541840,3155000
2020-06-10,306.480011,308.630005,305.649994,307.329987,298.269379,2713700
2020-06-11,306.989990,309.200012,300.640015,300.829987,291.960999,3443000
2020-06-12,302.670013,305.149994,296.250000,298.700012,289.893829,4019100
2020-06-15,297.049988,298.070007,293.839996,297.179993,288.418610,3266800
2020-06-16,301.350006,302.739990,299.220001,301.359985,292.475372,2633800
2020-06-17,301.019989,302.000000,298.899994,299.609985,290.776978,2182400
2020-06-18,300.000000,300.809998,297.790009,299.570007,290.738159,1881800
2020-06-19,300.179993,301.899994,298.640015,299.899994,291.058411,3438000
2020-06-22,299.700012,301.480011,298.250000,300.450012,291.592224,2094400
2020-06-23,301.730011,304.899994,300.730011,301.290009,292.407471,2409600
2020-06-24,300.769989,301.279999,296.600006,298.019989,289.233856,2398100
2020-06-25,297.059998,301.149994,295.399994,300.529999,291.669861,2274300
2020-06-26,300.410004,302.119995,295.950012,296.559998,287.816895,2866000
2020-06-29,297.440002,301.630005,296.829987,301.589996,292.698578,1841700
2020-06-30,301.010010,304.619995,300.140015,303.209991,294.270813,2391700
2020-07-01,302.500000,305.579987,300.750000,304.750000,295.765442,1906100
2020-07-02,306.000000,308.920013,304.600006,305.739990,296.726227,2540500
2020-07-06,307.529999,311.559998,307.239990,311.489990,302.306732,2332400
2020-07-07,310.019989,318.049988,309.720001,316.230011,306.907013,3346600
2020-07-08,317.140015,318.049988,314.010010,316.320007,306.994354,2364500
2020-07-09,320.000000,328.980011,319.679993,325.540009,315.942535,5313600
2020-07-10,326.000000,327.399994,323.109985,326.230011,316.612213,2484100
2020-07-13,326.299988,329.109985,321.500000,322.920013,313.399780,2583200
2020-07-14,321.320007,328.660004,320.450012,328.000000,318.329987,1844800
2020-07-15,328.100006,329.320007,325.619995,326.700012,317.068359,1770700
2020-07-16,326.619995,327.899994,324.059998,326.269989,316.651001,1402000
2020-07-17,327.299988,327.799988,324.579987,324.790009,315.214630,1768100
2020-07-20,324.890015,327.440002,322.660004,326.510010,316.883942,1863300
2020-07-21,327.000000,331.489990,326.500000,327.739990,318.077637,1874200
2020-07-22,329.649994,329.660004,325.010010,328.299988,318.621124,1312600
2020-07-23,328.100006,330.380005,325.329987,326.109985,316.495697,1561700
2020-07-24,326.220001,328.750000,324.670013,325.779999,316.175476,1423400
2020-07-27,325.679993,329.000000,325.179993,327.600006,317.941772,2083300
2020-07-28,327.970001,330.000000,325.820007,327.570007,317.912659,1374000
2020-07-29,327.019989,328.040009,325.390015,326.140015,316.524841,1341300
2020-07-30,322.690002,326.450012,322.000000,324.820007,315.921814,1390300
2020-07-31,324.820007,326.309998,322.549988,325.529999,316.612366,2150800
2020-08-03,325.549988,329.890015,324.299988,329.320007,320.298523,2480200
2020-08-04,329.559998,339.820007,328.920013,339.790009,330.481720,3933300
2020-08-05,341.859985,342.730011,337.589996,339.970001,330.656799,2927500
2020-08-06,342.410004,345.119995,341.609985,343.309998,333.905273,2104300
2020-08-07,343.140015,344.730011,339.630005,340.910004,331.571045,1758400
2020-08-10,340.709991,341.070007,338.579987,340.000000,330.685974,1503800
2020-08-11,340.850006,340.850006,331.799988,332.429993,323.323334,2065600
2020-08-12,333.750000,338.899994,333.170013,336.760010,327.534729,1853900
2020-08-13,336.989990,339.459991,335.130005,335.700012,326.503754,1536500
2020-08-14,336.529999,338.760010,335.600006,336.279999,327.067871,1522900
2020-08-17,337.649994,340.369995,337.359985,339.959991,330.647064,1504700
2020-08-18,341.000000,342.799988,336.809998,340.750000,331.415436,1489400
2020-08-19,341.119995,341.940002,339.950012,340.899994,331.561310,1730100
2020-08-20,340.140015,341.660004,338.739990,340.869995,331.532104,1717500
2020-08-21,340.070007,345.839996,339.329987,344.609985,335.169647,2372600
2020-08-24,345.109985,346.109985,342.109985,344.130005,334.702850,1461500
2020-08-25,344.140015,344.910004,341.459991,344.709991,335.266937,1176200
2020-08-26,343.010010,344.829987,341.690002,344.269989,334.838989,1757000
2020-08-27,345.609985,347.739990,342.549988,346.359985,336.871704,2220700
2020-08-28,347.470001,349.059998,345.500000,348.369995,338.826660,1487300
2020-08-31,346.850006,348.750000,344.290009,347.660004,338.136139,1586900
2020-09-01,345.709991,351.489990,345.410004,351.380005,341.754242,1774900
2020-09-02,353.609985,359.920013,351.309998,358.859985,349.029297,2434900
2020-09-03,363.070007,363.670013,345.519989,348.299988,338.758575,3630400
2020-09-04,353.980011,353.980011,340.399994,346.570007,337.075989,2557000
2020-09-08,343.839996,344.920013,338.179993,338.859985,329.577179,2144300
2020-09-09,340.899994,349.700012,340.390015,346.429993,336.939819,2100900
2020-09-10,346.269989,348.000000,338.760010,339.529999,330.228851,1959600
2020-09-11,340.279999,343.260010,336.100006,339.130005,329.839813,1599600
2020-09-14,340.989990,344.839996,340.470001,342.920013,333.526001,1522300
2020-09-15,345.019989,347.760010,342.750000,343.910004,334.488861,1362500
2020-09-16,347.269989,348.760010,343.250000,343.730011,334.313812,1656500
2020-09-17,339.579987,342.890015,336.369995,338.880005,329.596680,2681500
2020-09-18,340.200012,341.220001,331.200012,335.959991,326.756622,3409300
2020-09-21,333.970001,339.619995,333.709991,339.570007,330.267761,2427400
2020-09-22,340.700012,344.899994,339.589996,344.450012,335.014069,2128100
2020-09-23,348.000000,348.250000,344.059998,344.630005,335.189148,3577100
2020-09-24,345.000000,347.329987,338.309998,347.000000,337.494202,5779300
2020-09-25,340.739990,343.769989,335.359985,342.579987,333.195282,7338500
2020-09-28,343.760010,349.769989,343.100006,349.619995,340.042450,3459200
2020-09-29,348.950012,354.290009,347.100006,352.140015,342.493408,2526000
2020-09-30,352.559998,357.700012,351.170013,355.000000,345.275055,2522000
2020-10-01,356.260010,359.690002,354.820007,358.459991,348.640259,2053000
2020-10-02,354.730011,357.839996,352.850006,355.010010,345.284790,2125000
2020-10-05,355.329987,358.980011,355.329987,358.579987,348.756958,2093500
2020-10-06,361.899994,363.000000,357.040009,358.350006,348.533295,2760400
2020-10-07,360.470001,364.739990,359.660004,363.019989,353.075317,1959100
2020-10-08,364.799988,365.970001,361.750000,365.089996,355.088623,1793100
2020-10-09,366.000000,369.750000,365.700012,369.459991,359.338928,1730700
2020-10-12,371.000000,380.660004,370.769989,376.480011,366.166626,2806900
2020-10-13,378.420013,382.290009,376.480011,380.679993,370.251556,1823300
2020-10-14,382.890015,383.869995,376.700012,378.339996,367.975647,1905700
2020-10-15,376.459991,378.359985,373.059998,376.579987,366.263885,1697800
2020-10-16,380.500000,384.869995,379.119995,381.540009,371.088013,2459400
2020-10-19,382.029999,383.089996,374.709991,375.559998,365.271820,1938100
2020-10-20,377.690002,382.079987,376.119995,378.309998,367.946472,1282300
2020-10-21,378.559998,381.279999,377.019989,377.820007,367.469910,1466500
2020-10-22,377.350006,378.380005,372.029999,375.750000,365.456604,1813200
2020-10-23,375.609985,376.519989,373.559998,374.600006,364.338135,1108000
2020-10-26,366.679993,372.630005,366.119995,370.709991,360.554688,2145000
2020-10-27,368.769989,374.910004,368.769989,372.720001,362.509644,1525400
2020-10-28,367.329987,372.410004,364.670013,364.959991,354.962189,1908300
2020-10-29,363.230011,369.089996,362.510010,364.859985,355.546875,1838500
2020-10-30,361.130005,363.850006,355.790009,357.619995,348.491699,2724100
2020-11-02,362.220001,365.660004,360.709991,364.390015,355.088898,1646300
2020-11-03,368.940002,374.799988,367.890015,371.959991,362.465668,2013100
2020-11-04,374.019989,381.640015,374.000000,376.170013,366.568207,2449800
2020-11-05,382.480011,386.579987,379.500000,385.230011,375.396942,2255800
2020-11-06,381.880005,386.799988,380.890015,385.660004,375.815979,1950200
2020-11-09,388.250000,389.500000,364.760010,365.000000,355.683319,4371300
2020-11-10,363.880005,371.540009,360.589996,366.619995,357.261963,2662600
2020-11-11,369.679993,374.700012,368.160004,372.920013,363.401184,1688800
2020-11-12,376.950012,378.239990,373.500000,375.709991,366.119934,1535900
2020-11-13,376.519989,379.829987,374.989990,378.839996,369.170044,1274600
2020-11-16,376.910004,381.279999,376.910004,379.790009,370.095825,1691500
2020-11-17,387.320007,388.480011,381.790009,381.920013,372.171448,3299100
2020-11-18,382.890015,388.049988,381.730011,382.230011,372.473541,2134600
2020-11-19,383.609985,384.709991,380.309998,383.540009,373.750092,1768900
2020-11-20,383.950012,385.500000,381.010010,381.119995,371.391846,1807600
2020-11-23,383.000000,383.059998,380.339996,381.709991,371.966797,1679600
2020-11-24,383.690002,386.049988,380.709991,384.220001,374.412720,2061100
2020-11-25,385.790009,388.339996,385.559998,387.750000,377.852631,2034200
2020-11-27,390.459991,390.670013,387.750000,388.390015,378.476288,1329400
2020-11-30,391.750000,393.149994,385.230011,391.769989,381.769989,3733800
2020-12-01,384.500000,388.070007,381.179993,387.559998,387.559998,2998400
2020-12-02,385.470001,386.880005,381.570007,383.500000,383.500000,2212800
2020-12-03,378.000000,378.730011,373.279999,374.049988,374.049988,3976400
2020-12-04,375.209991,375.309998,371.890015,373.429993,373.429993,2839700
2020-12-07,374.269989,376.500000,372.649994,373.329987,373.329987,2652900
2020-12-08,373.950012,379.519989,370.750000,377.600006,377.600006,2684100
